2017-09-09,Washington,63,Montana,7
2017-09-09,New Hampshire,22,Ga Southern,12
2017-09-09,Army,21,Buffalo,17
2017-09-09,Ball St,51,UAB,31
2017-09-09,Wake Forest,34,Boston College,10
2017-09-09,Clemson,14,Auburn,6
2017-09-09,Duke,41,Northwestern,17
2017-09-09,Old Dominion,17,Massachusetts,7
2017-09-09,Michigan,36,Cincinnati,14
2017-09-09,Michigan St,28,W Michigan,14
2017-09-09,Navy,23,Tulane,21
2017-09-09,Louisville,47,North Carolina,35
2017-09-09,NC State,37,Marshall,20
2017-09-09,Oklahoma,31,Ohio St,16
2017-09-09,Penn St,33,Pittsburgh,14
2017-09-09,E Michigan,16,Rutgers,13
2017-09-09,MTSU,30,Syracuse,23
2017-09-09,Indiana,34,Virginia,17
2017-09-09,West Virginia,56,East Carolina,20
2017-09-09,Alabama,41,Fresno St,10
2017-09-09,TCU,28,Arkansas,7
2017-09-09,UT San Antonio,17,Baylor,10
2017-09-09,Illinois,20,WKU,7
2017-09-09,Iowa,44,Iowa St,41
2017-09-09,C Michigan,45,Kansas,27
2017-09-09,Kansas St,55,Charlotte,7
2017-09-09,South Carolina,31,Missouri,13
2017-09-09,SMU,54,North Texas,32
2017-09-09,Texas,56,San Jose St,0
2017-09-09,Tulsa,66,ULL,42
2017-09-09,Wisconsin,31,FL Atlantic,14
2017-09-09,Utah,19,BYU,13
2017-09-09,Colorado,37,Texas St,3
2017-09-09,New Mexico St,30,New Mexico,28
2017-09-09,Rice,31,UTEP,14
2017-09-09,Houston,19,Arizona,16
2017-09-09,San Diego St,30,Arizona St,20
2017-09-09,UNLV,44,Idaho,16
2017-09-09,Toledo,37,Nevada,24
2017-09-09,Oregon,42,Nebraska,35
2017-09-09,Minnesota,48,Oregon St,14
2017-09-09,UCLA,56,Hawaii,23
2017-09-09,USC,42,Stanford,24
2017-09-09,Washington St,47,Boise St,44
2017-09-09,Mississippi St,57,Louisiana Tech,21
2017-09-09,Georgia,20,Notre Dame,19
2017-09-14,Boise St,28,New Mexico,14
2017-09-15,South Florida,47,Illinois,23
2017-09-15,Temple,29,Massachusetts,21
2017-09-15,Arizona,63,UTEP,16
2017-09-16,Ball St,28,Tennessee Tech,13
2017-09-16,Buffalo,33,Colgate,10
2017-09-16,NC A&T,35,Charlotte,31
2017-09-16,FL Atlantic,45,Bethune-Cookman,0
2017-09-16,Georgia,42,Samford,14
2017-09-16,NC State,49,Furman,16
2017-09-16,Rutgers,65,Morgan St,0
2017-09-16,West Virginia,59,Delaware St,16
2017-09-16,Arkansas St,48,Ark Pine Bluff,3
2017-09-16,Auburn,24,Mercer,10
2017-09-16,South Alabama,45,Alabama A&M,0
2017-09-16,UT San Antonio,51,Southern Univ,17
2017-09-16,Colorado,41,N Colorado,21
2017-09-16,Idaho St,30,Nevada,28
2017-09-16,Iowa St,41,Akron,14
2017-09-16,Notre Dame,49,Boston College,20
2017-09-16,Duke,34,Baylor,20
2017-09-16,Virginia Tech,64,East Carolina,17
2017-09-16,Florida,26,Tennessee,20
2017-09-16,Clemson,47,Louisville,21
2017-09-16,Marshall,21,Kent,0
2017-09-16,Cincinnati,21,Miami OH,17
2017-09-16,Michigan,29,Air Force,13
2017-09-16,Ohio,42,Kansas,30
2017-09-16,Ohio St,38,Army,7
2017-09-16,North Carolina,53,Old Dominion,23
2017-09-16,Penn St,56,Georgia St,0
2017-09-16,Oklahoma St,59,Pittsburgh,21
2017-09-16,Kentucky,23,South Carolina,13
2017-09-16,Syracuse,41,C Michigan,17
2017-09-16,Toledo,54,Tulsa,51
2017-09-16,Virginia,38,Connecticut,18
2017-09-16,Wake Forest,46,Utah St,10
2017-09-16,W Michigan,37,Idaho,28
2017-09-16,Alabama,41,Colorado St,23
2017-09-16,Houston,38,Rice,3
2017-09-16,Iowa,31,North Texas,14
2017-09-16,Southern Miss,28,ULM,17
2017-09-16,Memphis,48,UCLA,45
2017-09-16,Minnesota,34,MTSU,3
2017-09-16,Mississippi St,37,LSU,7
2017-09-16,Purdue,35,Missouri,3
2017-09-16,N Illinois,21,Nebraska,17
2017-09-16,Northwestern,49,Bowling Green,7
2017-09-16,Oklahoma,56,Tulane,14
2017-09-16,TCU,56,SMU,36
2017-09-16,Texas A&M,45,ULL,21
2017-09-16,Appalachian St,20,Texas St,13
2017-09-16,Texas Tech,52,Arizona St,45
2017-09-16,UAB,30,Coastal Car,23
2017-09-16,Vanderbilt,14,Kansas St,7
2017-09-16,Louisiana Tech,23,WKU,22
2017-09-16,Wisconsin,40,BYU,6
2017-09-16,Troy,27,New Mexico St,24
2017-09-16,Utah,54,San Jose St,16
2017-09-16,California,27,Mississippi,16
2017-09-16,USC,27,Texas,24
2017-09-16,Washington,48,Fresno St,16
2017-09-16,Washington St,52,Oregon St,23
2017-09-16,Oregon,49,Wyoming,13
2017-09-16,San Diego St,20,Stanford,17
2017-09-21,South Florida,43,Temple,7
2017-09-22,Utah,30,Arizona,24
2017-09-22,Virginia,42,Boise St,23
2017-09-23,W Illinois,52,Coastal Car,10
2017-09-23,W Michigan,49,Wagner,14
2017-09-23,Memphis,44,S Illinois,31
2017-09-23,Wake Forest,20,Appalachian St,19
2017-09-23,Buffalo,34,FL Atlantic,31
2017-09-23,Miami OH,31,C Michigan,14
2017-09-23,Georgia St,28,Charlotte,0
2017-09-23,Clemson,34,Boston College,7
2017-09-23,Ohio,27,E Michigan,20
2017-09-23,NC State,27,Florida St,21
2017-09-23,Georgia,31,Mississippi St,3
2017-09-23,Georgia Tech,35,Pittsburgh,17
2017-09-23,Indiana,52,Ga Southern,17
2017-09-23,Florida,28,Kentucky,27
2017-09-23,Louisville,42,Kent,3
2017-09-23,UCF,38,Maryland,10
2017-09-23,Miami FL,52,Toledo,30
2017-09-23,Notre Dame,38,Michigan St,18
2017-09-23,Navy,42,Cincinnati,32
2017-09-23,Duke,27,North Carolina,17
2017-09-23,Ohio St,54,UNLV,21
2017-09-23,Michigan,28,Purdue,10
2017-09-23,South Carolina,17,Louisiana Tech,16
2017-09-23,Tennessee,17,Massachusetts,13
2017-09-23,Virginia Tech,38,Old Dominion,0
2017-09-23,Oklahoma,49,Baylor,41
2017-09-23,Texas Tech,27,Houston,24
2017-09-23,Penn St,21,Iowa,19
2017-09-23,West Virginia,56,Kansas,34
2017-09-23,LSU,35,Syracuse,26
2017-09-23,ULM,56,ULL,50
2017-09-23,MTSU,24,Bowling Green,13
2017-09-23,Auburn,51,Missouri,14
2017-09-23,Nebraska,27,Rutgers,17
2017-09-23,North Texas,46,UAB,43
2017-09-23,TCU,44,Oklahoma St,31
2017-09-23,Florida Intl,13,Rice,7
2017-09-23,SMU,44,Arkansas St,21
2017-09-23,Idaho,29,South Alabama,23
2017-09-23,Texas A&M,50,Arkansas,43
2017-09-23,UT San Antonio,44,Texas St,14
2017-09-23,Troy,22,Akron,17
2017-09-23,Tulane,21,Army,17
2017-09-23,New Mexico,16,Tulsa,13
2017-09-23,Alabama,59,Vanderbilt,0
2017-09-23,WKU,33,Ball St,21
2017-09-23,Washington,37,Colorado,10
2017-09-23,New Mexico St,41,UTEP,14
2017-09-23,Wyoming,28,Hawaii,21
2017-09-23,Arizona St,37,Oregon,35
2017-09-23,USC,30,California,20
2017-09-23,Utah St,61,San Jose St,10
2017-09-23,Stanford,58,UCLA,34
2017-09-23,Washington St,45,Nevada,7
2017-09-23,San Diego St,28,Air Force,24
2017-09-24,East Carolina,41,Connecticut,38
2017-09-28,Texas,17,Iowa St,7
2017-09-29,Miami FL,31,Duke,6
2017-09-29,Nebraska,28,Illinois,6
2017-09-29,Washington St,30,USC,27
2017-09-29,Utah St,40,BYU,24
2017-09-30,Louisville,55,Murray St,10
2017-09-30,Boston College,28,C Michigan,8
2017-09-30,Akron,34,Bowling Green,23
2017-09-30,Marshall,38,Cincinnati,21
2017-09-30,South Florida,61,East Carolina,31
2017-09-30,Florida Intl,30,Charlotte,29
2017-09-30,Florida,38,Vanderbilt,24
2017-09-30,FL Atlantic,38,MTSU,20
2017-09-30,Georgia Tech,33,North Carolina,7
2017-09-30,Buffalo,27,Kent,13
2017-09-30,Kentucky,24,E Michigan,20
2017-09-30,Ohio,58,Massachusetts,50
2017-09-30,Michigan St,17,Iowa,10
2017-09-30,NC State,33,Syracuse,25
2017-09-30,Penn St,45,Indiana,14
2017-09-30,Pittsburgh,42,Rice,10
2017-09-30,Ohio St,56,Rutgers,0
2017-09-30,Houston,20,Temple,13
2017-09-30,Georgia,41,Tennessee,0
2017-09-30,Clemson,31,Virginia Tech,17
2017-09-30,Florida St,26,Wake Forest,19
2017-09-30,W Michigan,55,Ball St,3
2017-09-30,Alabama,66,Mississippi,3
2017-09-30,Arkansas,42,New Mexico St,24
2017-09-30,Auburn,49,Mississippi St,10
2017-09-30,Kansas St,33,Baylor,20
2017-09-30,Troy,24,LSU,21
2017-09-30,Louisiana Tech,34,South Alabama,16
2017-09-30,ULM,51,Coastal Car,43
2017-09-30,Maryland,31,Minnesota,24
2017-09-30,SMU,49,Connecticut,28
2017-09-30,North Texas,43,Southern Miss,28
2017-09-30,Texas A&M,24,South Carolina,17
2017-09-30,Oklahoma St,41,Texas Tech,34
2017-09-30,Navy,31,Tulsa,21
2017-09-30,Wisconsin,33,Northwestern,24
2017-09-30,Wyoming,45,Texas St,10
2017-09-30,Fresno St,41,Nevada,21
2017-09-30,Oregon,45,California,24
2017-09-30,Washington,42,Oregon St,7
2017-09-30,Stanford,34,Arizona St,24
2017-09-30,UCLA,27,Colorado,23
2017-09-30,UNLV,41,San Jose St,13
2017-09-30,Army,35,UTEP,21
2017-09-30,Notre Dame,52,Miami OH,17
2017-09-30,Colorado St,51,Hawaii,21
2017-09-30,New Mexico,56,Air Force,38
2017-09-30,San Diego St,34,N Illinois,28
2017-09-30,UCF,40,Memphis,13
2017-10-04,Arkansas St,43,Ga Southern,25
2017-10-05,NC State,39,Louisville,25
2017-10-06,Memphis,70,Connecticut,31
2017-10-06,Boise St,24,BYU,7
2017-10-07,Miami FL,24,Florida St,20
2017-10-07,Akron,31,Ball St,3
2017-10-07,Virginia Tech,23,Boston College,10
2017-10-07,W Michigan,71,Buffalo,68
2017-10-07,Marshall,14,Charlotte,3
2017-10-07,UCF,51,Cincinnati,23
2017-10-07,Clemson,28,Wake Forest,14
2017-10-07,Georgia St,27,Coastal Car,21
2017-10-07,Temple,34,East Carolina,10
2017-10-07,LSU,17,Florida,16
2017-10-07,Kentucky,40,Missouri,34
2017-10-07,Bowling Green,37,Miami OH,29
2017-10-07,Michigan St,14,Michigan,10
2017-10-07,Navy,48,Air Force,45
2017-10-07,Notre Dame,33,North Carolina,10
2017-10-07,C Michigan,26,Ohio,23
2017-10-07,Ohio St,62,Maryland,14
2017-10-07,FL Atlantic,58,Old Dominion,28
2017-10-07,Purdue,31,Minnesota,17
2017-10-07,South Carolina,48,Arkansas,22
2017-10-07,Syracuse,27,Pittsburgh,24
2017-10-07,Toledo,20,E Michigan,15
2017-10-07,Virginia,28,Duke,21
2017-10-07,Appalachian St,45,New Mexico St,31
2017-10-07,Auburn,44,Mississippi,23
2017-10-07,Iowa,45,Illinois,16
2017-10-07,Texas Tech,65,Kansas,19
2017-10-07,MTSU,37,Florida Intl,17
2017-10-07,Wisconsin,38,Nebraska,17
2017-10-07,N Illinois,24,Kent,3
2017-10-07,Penn St,31,Northwestern,7
2017-10-07,Iowa St,38,Oklahoma,31
2017-10-07,Army,49,Rice,12
2017-10-07,Houston,35,SMU,22
2017-10-07,TCU,31,West Virginia,24
2017-10-07,Texas,40,Kansas St,34
2017-10-07,Alabama,27,Texas A&M,19
2017-10-07,ULM,45,Texas St,27
2017-10-07,Tulane,62,Tulsa,28
2017-10-07,UAB,23,Louisiana Tech,22
2017-10-07,Southern Miss,31,UT San Antonio,29
2017-10-07,Georgia,45,Vanderbilt,14
2017-10-07,Arizona,45,Colorado,42
2017-10-07,WKU,15,UTEP,14
2017-10-07,Stanford,23,Utah,20
2017-10-07,Colorado St,27,Utah St,14
2017-10-07,ULL,21,Idaho,16
2017-10-07,Washington St,33,Oregon,10
2017-10-07,Fresno St,27,San Jose St,10
2017-10-07,San Diego St,41,UNLV,10
2017-10-07,USC,38,Oregon St,10
2017-10-07,Washington,38,California,7
2017-10-07,Nevada,35,Hawaii,21
2017-10-07,Indiana,27,Charleston So,0
2017-10-11,South Alabama,19,Troy,8
2017-10-12,ULL,24,Texas St,7
2017-10-13,Syracuse,27,Clemson,24
2017-10-13,California,37,Washington St,3
2017-10-14,Miami FL,25,Georgia Tech,24
2017-10-14,Army,28,E Michigan,27
2017-10-14,Ohio,48,Bowling Green,30
2017-10-14,N Illinois,14,Buffalo,13
2017-10-14,Toledo,30,C Michigan,10
2017-10-14,Florida St,17,Duke,10
2017-10-14,Florida Intl,23,Tulane,10
2017-10-14,Texas A&M,19,Florida,17
2017-10-14,Georgia,53,Missouri,28
2017-10-14,Michigan,27,Indiana,20
2017-10-14,Kent,17,Miami OH,14
2017-10-14,Boston College,45,Louisville,42
2017-10-14,Marshall,35,Old Dominion,3
2017-10-14,Northwestern,37,Maryland,21
2017-10-14,Virginia,20,North Carolina,14
2017-10-14,NC State,35,Pittsburgh,17
2017-10-14,Connecticut,28,Temple,24
2017-10-14,South Carolina,15,Tennessee,9
2017-10-14,UCF,63,East Carolina,21
2017-10-14,West Virginia,46,Texas Tech,35
2017-10-14,Alabama,41,Arkansas,9
2017-10-14,Arkansas St,51,Coastal Car,17
2017-10-14,Rutgers,35,Illinois,24
2017-10-14,Iowa St,45,Kansas,0
2017-10-14,TCU,26,Kansas St,6
2017-10-14,LSU,27,Auburn,23
2017-10-14,Georgia St,47,ULM,37
2017-10-14,Memphis,30,Navy,27
2017-10-14,Michigan St,30,Minnesota,27
2017-10-14,Mississippi St,35,BYU,10
2017-10-14,Ohio St,56,Nebraska,14
2017-10-14,North Texas,29,UT San Antonio,26
2017-10-14,Oklahoma,29,Texas,24
2017-10-14,Oklahoma St,59,Baylor,16
2017-10-14,Mississippi,57,Vanderbilt,35
2017-10-14,Southern Miss,24,UTEP,0
2017-10-14,Tulsa,45,Houston,17
2017-10-14,UAB,25,MTSU,23
2017-10-14,WKU,45,Charlotte,14
2017-10-14,Wisconsin,17,Purdue,9
2017-10-14,Air Force,34,UNLV,30
2017-10-14,Colorado St,44,Nevada,42
2017-10-14,Wyoming,28,Utah St,23
2017-10-14,Arizona,47,UCLA,30
2017-10-14,Arizona St,13,Washington,7
2017-10-14,Fresno St,38,New Mexico,0
2017-10-14,Appalachian St,23,Idaho,20
2017-10-14,Colorado,36,Oregon St,33
2017-10-14,Stanford,49,Oregon,7
2017-10-14,USC,28,Utah,27
2017-10-14,New Mexico St,35,Ga Southern,27
2017-10-14,Hawaii,37,San Jose St,26
2017-10-14,Boise St,31,San Diego St,14
2017-10-14,South Florida,33,Cincinnati,3
2017-10-15,Akron,14,W Michigan,13
2017-10-19,Arkansas St,47,ULL,3
2017-10-19,Memphis,42,Houston,38
2017-10-20,WKU,35,Old Dominion,31
2017-10-20,Marshall,38,MTSU,10
2017-10-20,Air Force,45,Nevada,42
2017-10-20,Colorado St,27,New Mexico,24
2017-10-21,Appalachian St,37,Coastal Car,29
2017-10-21,Army,31,Temple,28
2017-10-21,C Michigan,56,Ball St,9
2017-10-21,N Illinois,48,Bowling Green,17
2017-10-21,Charlotte,25,UAB,24
2017-10-21,SMU,31,Cincinnati,28
2017-10-21,Connecticut,20,Tulsa,14
2017-10-21,Pittsburgh,24,Duke,17
2017-10-21,East Carolina,33,BYU,17
2017-10-21,W Michigan,20,E Michigan,17
2017-10-21,FL Atlantic,69,North Texas,31
2017-10-21,Louisville,31,Florida St,28
2017-10-21,Troy,34,Georgia St,10
2017-10-21,Georgia Tech,38,Wake Forest,24
2017-10-21,Massachusetts,55,Ga Southern,20
2017-10-21,Miami FL,27,Syracuse,19
2017-10-21,Miami OH,24,Buffalo,14
2017-10-21,Michigan St,17,Indiana,9
2017-10-21,UCF,31,Navy,21
2017-10-21,Ohio,48,Kent,3
2017-10-21,Penn St,42,Michigan,13
2017-10-21,Rutgers,14,Purdue,12
2017-10-21,Toledo,48,Akron,21
2017-10-21,Boston College,41,Virginia,10
2017-10-21,Virginia Tech,59,North Carolina,7
2017-10-21,Alabama,45,Tennessee,7
2017-10-21,Auburn,52,Arkansas,20
2017-10-21,West Virginia,38,Baylor,36
2017-10-21,Oklahoma,42,Kansas St,35
2017-10-21,Southern Miss,34,Louisiana Tech,27
2017-10-21,Minnesota,24,Illinois,17
2017-10-21,Mississippi St,45,Kentucky,7
2017-10-21,Missouri,68,Idaho,21
2017-10-21,Northwestern,17,Iowa,10
2017-10-21,LSU,40,Mississippi,24
2017-10-21,South Alabama,33,ULM,23
2017-10-21,TCU,43,Kansas,0
2017-10-21,Oklahoma St,13,Texas,10
2017-10-21,Iowa St,31,Texas Tech,13
2017-10-21,South Florida,34,Tulane,28
2017-10-21,UT San Antonio,20,Rice,7
2017-10-21,Wisconsin,38,Maryland,13
2017-10-21,Boise St,24,Wyoming,14
2017-10-21,Arizona St,30,Utah,10
2017-10-21,Arizona,45,California,44
2017-10-21,UCLA,31,Oregon,14
2017-10-21,Utah St,52,UNLV,28
2017-10-21,Washington St,28,Colorado,0
2017-10-21,Notre Dame,49,USC,14
2017-10-21,Fresno St,27,San Diego St,3
2017-10-26,Toledo,58,Ball St,17
2017-10-26,Georgia St,21,South Alabama,13
2017-10-26,N Illinois,30,E Michigan,27
2017-10-26,Stanford,15,Oregon St,14
2017-10-27,Boston College,35,Florida St,3
2017-10-27,Memphis,56,Tulane,26
2017-10-27,SMU,38,Tulsa,34
2017-10-28,Akron,21,Buffalo,20
2017-10-28,Clemson,24,Georgia Tech,10
2017-10-28,Texas St,27,Coastal Car,7
2017-10-28,Missouri,52,Connecticut,12
2017-10-28,Georgia,42,Florida,7
2017-10-28,Kentucky,29,Tennessee,26
2017-10-28,Florida Intl,41,Marshall,30
2017-10-28,Maryland,42,Indiana,39
2017-10-28,Massachusetts,30,Appalachian St,27
2017-10-28,Michigan,35,Rutgers,14
2017-10-28,Miami FL,24,North Carolina,19
2017-10-28,Ohio St,39,Penn St,38
2017-10-28,Pittsburgh,31,Virginia,14
2017-10-28,Nebraska,25,Purdue,24
2017-10-28,South Carolina,34,Vanderbilt,27
2017-10-28,Virginia Tech,24,Duke,3
2017-10-28,Wake Forest,42,Louisville,32
2017-10-28,Oklahoma St,50,West Virginia,39
2017-10-28,BYU,41,San Jose St,20
2017-10-28,Texas,38,Baylor,7
2017-10-28,Wisconsin,24,Illinois,10
2017-10-28,Iowa,17,Minnesota,10
2017-10-28,Iowa St,14,TCU,7
2017-10-28,Kansas St,30,Kansas,20
2017-10-28,North Texas,45,Old Dominion,38
2017-10-28,Northwestern,39,Michigan St,31
2017-10-28,Oklahoma,49,Texas Tech,27
2017-10-28,Arkansas,38,Mississippi,37
2017-10-28,Louisiana Tech,42,Rice,28
2017-10-28,UAB,30,Southern Miss,12
2017-10-28,Mississippi St,35,Texas A&M,14
2017-10-28,Troy,38,Ga Southern,16
2017-10-28,FL Atlantic,42,WKU,28
2017-10-28,Colorado,44,California,28
2017-10-28,Air Force,45,Colorado St,28
2017-10-28,Arkansas St,37,New Mexico St,21
2017-10-28,UT San Antonio,31,UTEP,14
2017-10-28,Wyoming,42,New Mexico,3
2017-10-28,USC,48,Arizona St,17
2017-10-28,UNLV,26,Fresno St,16
2017-10-28,Idaho,31,ULM,23
2017-10-28,Oregon,41,Utah,20
2017-10-28,Washington,44,UCLA,23
2017-10-28,Notre Dame,35,NC State,14
2017-10-28,Arizona,58,Washington St,37
2017-10-28,San Diego St,28,Hawaii,7
2017-10-28,Boise St,41,Utah St,14
2017-10-28,Houston,28,South Florida,24
2017-10-28,UCF,73,Austin Peay,33
2017-10-31,Bowling Green,44,Kent,16
2017-10-31,Ohio,45,Miami OH,28
2017-11-01,C Michigan,35,W Michigan,28
2017-11-02,E Michigan,56,Ball St,14
2017-11-02,Temple,34,Navy,26
2017-11-02,Toledo,27,N Illinois,17
2017-11-02,Troy,24,Idaho,21
2017-11-03,Memphis,41,Tulsa,14
2017-11-03,Utah,48,UCLA,17
2017-11-03,FL Atlantic,30,Marshall,25
2017-11-04,Florida Intl,14,UT San Antonio,7
2017-11-04,Florida St,27,Syracuse,24
2017-11-04,Georgia,24,South Carolina,10
2017-11-04,Wisconsin,45,Indiana,17
2017-11-04,Mississippi,37,Kentucky,34
2017-11-04,Miami FL,28,Virginia Tech,10
2017-11-04,Michigan,33,Minnesota,10
2017-11-04,Michigan St,27,Penn St,24
2017-11-04,Clemson,38,NC State,31
2017-11-04,Old Dominion,6,Charlotte,0
2017-11-04,Purdue,29,Illinois,10
2017-11-04,Tennessee,24,Southern Miss,10
2017-11-04,Virginia,40,Georgia Tech,36
2017-11-04,West Virginia,20,Iowa St,16
2017-11-04,Alabama,24,LSU,10
2017-11-04,Arkansas,39,Coastal Car,38
2017-11-04,Iowa,55,Ohio St,24
2017-11-04,Baylor,38,Kansas,9
2017-11-04,North Texas,24,Louisiana Tech,23
2017-11-04,ULM,52,Appalachian St,45
2017-11-04,MTSU,30,UTEP,3
2017-11-04,Mississippi St,34,Massachusetts,23
2017-11-04,Missouri,45,Florida,16
2017-11-04,Northwestern,31,Nebraska,24
2017-11-04,Oklahoma,62,Oklahoma St,52
2017-11-04,UCF,31,SMU,24
2017-11-04,ULL,19,South Alabama,14
2017-11-04,TCU,24,Texas,7
2017-11-04,Auburn,42,Texas A&M,27
2017-11-04,New Mexico St,45,Texas St,35
2017-11-04,Kansas St,42,Texas Tech,35
2017-11-04,Cincinnati,17,Tulane,16
2017-11-04,UAB,52,Rice,21
2017-11-04,Vanderbilt,31,WKU,17
2017-11-04,Boise St,41,Nevada,14
2017-11-04,Utah St,24,New Mexico,10
2017-11-04,Arizona St,41,Colorado,30
2017-11-04,California,37,Oregon St,23
2017-11-04,Fresno St,20,BYU,13
2017-11-04,Georgia St,21,Ga Southern,17
2017-11-04,San Diego St,52,San Jose St,7
2017-11-04,UNLV,31,Hawaii,23
2017-11-04,USC,49,Arizona,35
2017-11-04,Washington,38,Oregon,3
2017-11-04,Washington St,24,Stanford,21
2017-11-04,Army,21,Air Force,0
2017-11-04,Notre Dame,48,Wake Forest,37
2017-11-04,Wyoming,16,Colorado St,13
2017-11-04,South Florida,37,Connecticut,20
2017-11-04,Houston,52,East Carolina,27
2017-11-04,Rutgers,31,Maryland,24
